X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,PermitType,FeatureType,RMASection,ActivityText,Location,fmDate,toDate,GIS_TerritorialAuthority,GIS_Catchment,GIS_CWMSZone,GIS_Runanga,NZTMX,NZTMY
1355335.1495,5093565.9902,CRC 160587.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Manuka Terrace, Ben Ohau, Twizel",2015-08-20,2050-08-20,Mackenzie District,7116700 - Lake Ohau,Upper Waitaki,"Arowhenua, Waihao",1355335,5093565
1529154.6005,5168549.5258,CRC 92600.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"741 Hunters Road, DUNSANDEL",2009-04-29,2044-04-28,Selwyn District,6820100 - Hororata Water Race,Selwyn - Waihora,Taumutu,1529154,5168549
1458599.3839,5077410.518,CRC 175480.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Discharge Point,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"76 Daniels Road, Timaru",2017-05-30,2045-05-07,Timaru District,7000000 - Pig Hunting Creek,Orari-Temuka-Opihi-Pareora,Arowhenua,1458599,5077410
1566301.0803,5207278.1382,CRC 970192.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Cleanfill/Quarry,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Cnr River & Cones Roads, RANGIORA",2000-04-13,2035-03-17,Waimakariri District,6620000 - Ashley River,Waimakariri,Tuahuriri,1566301,5207278
1458397.1269,5071871.3547,CRC 191924.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,Unknown,Unknown,"Pareora Avenue, PAREORA",2018-10-17,2030-04-13,Timaru District,7010000 - Pareora River,Orari-Temuka-Opihi-Pareora,Arowhenua,1458397,5071871
1568150.8021,5174700.184,CRC 50899.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"22 Ravensdale Rise, WESTMORLAND",2004-10-13,2039-10-12,Christchurch City,6664900 - Cashmere Stream,Christchurch - West Melton,Tuahuriri,1568150,5174700
1597479.3506,5149702.7512,CRC 122147.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"21 Rue Balguerie, AKAROA",2012-05-07,2047-05-07,Christchurch City,6740220 - Balquerie Stream,Banks Peninsula,Onuku,1597479,5149702
1473473.8478,5128119.2486,CRC 91353.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Hinds Arundel Road, ASHBURTON",2009-03-12,2044-03-11,Ashburton District,6920100 - Ruapuna Plains Area,Ashburton,Arowhenua,1473473,5128119
1566980.8467,5185975.8685,CRC 230336.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,Unknown,Unknown,"3 Glencullen Drive, CASEBROOK",2022-07-26,2039-08-04,Christchurch City,6640190 - Styx Drain,Christchurch - West Melton,Tuahuriri,1566980,5185975
1565801.3806,5182787.0297,CRC 981007.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Greers Road, CHRISTCHURCH",1998-01-30,2033-01-28,Christchurch City,6668800 - Wairarapa Stream,Christchurch - West Melton,Tuahuriri,1565801,5182787
1462828.9344,5161583.3085,CRC 154380.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Cleanfill/Quarry,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Quarry Road, MT SOMERS",2014-12-12,2038-02-26,Ashburton District,6910900 - North Branch Hinds River,Ashburton,Arowhenua,1462828,5161583
1504980.7945,5169476.9504,CRC 51807.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Rakaia River, BETWEEN GLENROY AND TE PIRITA",2009-06-10,2040-08-02,Selwyn District,6850000 - Rakaia River,Selwyn - Waihora,Taumutu,1504980,5169476
1504980.7945,5169476.9504,CRC 51807.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Rakaia River, BETWEEN GLENROY AND TE PIRITA",2009-06-10,2040-08-02,Selwyn District,6850000 - Rakaia River,Selwyn - Waihora,Taumutu,1504980,5169476
1577246.8759,5185776.1299,CRC 52162.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"14 Evenwood Place, NORTH SHORE,  CHRISTCHURCH",2005-02-18,2040-02-16,Christchurch City,6640020 - North Waimari Beach,Christchurch - West Melton,Tuahuriri,1577246,5185776
1516590.6828,5152476.5448,CRC 141123.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"181 Hatfield-Overdale Road, Ashburton",2013-09-20,2028-09-20,Ashburton District,6860400 - Winchmore-Somerton Area,Ashburton,Arowhenua,1516590,5152476
1560973.286,5179917.9285,CRC 52774.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"40 Kaniere Avenue, HEI HEI",2010-01-27,2040-04-05,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1560973,5179917
1567000.8392,5185975.8688,CRC 41927.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 Glencullen Drive, BISHOPDALE",2004-03-25,2039-03-25,Christchurch City,6640190 - Styx Drain,Christchurch - West Melton,Tuahuriri,1567000,5185975
1569490.0085,5182380.0986,CRC 163040.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"24 McDougall Avenue, Christchurch",2015-11-17,2050-11-17,Christchurch City,6668510 - St Albans Drain,Christchurch - West Melton,Tuahuriri,1569490,5182380
1570999.4939,5179488.4443,CRC 145782.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"27 Allen Street, CHRISTCHURCH",2013-10-24,2034-09-10,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1570999,5179488
1585191.7064,5291007.5874,CRC 83837.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"6 Woodbank Road, HANMER SPRINGS",2008-05-26,2043-05-22,Hurunui District,6462110 - Chatterton River,Hurunui - Waiau,Kaikoura,1585191,5291007
1511762.9534,5142214.617,CRC 992566.20,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"742 Chertsey Road, CHERTSEY",2011-10-28,2034-06-16,Ashburton District,6860500 - Pendarves Area,Ashburton,Arowhenua,1511762,5142214
1572978.8194,5176509.6816,CRC 60094.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"18 Montgomery Terrace, CHRISTCHURCH",2012-02-20,2040-09-01,Christchurch City,6664500 - Victory Drain,Christchurch - West Melton,Tuahuriri,1572978,5176509
1562462.6996,5180787.6656,CRC 232022.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,Unknown,Unknown,"48A Steadman Road, MASHAM",2022-06-27,2040-07-13,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1562462,5180787
1567081.0367,5178828.5586,CRC 42772.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"47 Hands Road, CHRISTCHURCH",2004-07-28,2034-07-28,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1567081,5178828
1522818.3431,5151993.6638,CRC 174442.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"McLachlans Road, RAKAIA",2017-02-03,2047-06-11,Ashburton District,6860500 - Pendarves Area,Ashburton,Arowhenua,1522818,5151993
1575787.4989,5183347.0622,CRC 50492.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"70 Orrick Crescent, AVONDALE",2004-08-27,2039-08-26,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1575787,5183347
1575497.8677,5174900.4206,CRC 42749.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"43 Horotane Valley Road, CHRISTCHURCH",2004-10-06,2039-10-01,Christchurch City,6664100 - Truscotts Road Outfall,Christchurch - West Melton,Tuahuriri,1575497,5174900
1484319.1171,5141729.5169,CRC 80311.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Tindalls Road, WESTERFIELD",2008-03-18,2043-03-06,Ashburton District,6890000 - Westerfield Plains Area,Ashburton,Arowhenua,1484319,5141729
1575267.8215,5178898.8113,CRC 51932.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"9 Seascape Gardens, WOOLSTON",2005-02-01,2040-02-01,Christchurch City,6665000 - Linwood Ave Canal,Christchurch - West Melton,Tuahuriri,1575267,5178898
1522318.072,5154992.7223,CRC 22159.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Acton Road, RAKAIA",2005-12-20,2040-12-16,Ashburton District,6850000 - Rakaia River,Ashburton,Arowhenua,1522318,5154992
1570199.614,5186475.7438,CRC 50217.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"151 Prestons Road, REDWOOD",2004-08-23,2039-08-20,Christchurch City,6640150 - Rhodes Main Drain,Christchurch - West Melton,Tuahuriri,1570199,5186475
1499908.8306,5128235.6546,CRC 151681.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"903 Grahams Road, ASHBURTON",2014-08-01,2047-03-13,Ashburton District,6880100 - Wheatstone Drain,Ashburton,Arowhenua,1499908,5128235
1567530.7713,5181397.5994,CRC 60756.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"131 Fendalton Road, FENDALTON",2005-10-18,2040-10-17,Christchurch City,6668810 - Waimari Creek,Christchurch - West Melton,Tuahuriri,1567530,5181397
1506983.1794,5147882.3417,CRC 194354.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Dromore - Methven & Sommerton Road, DROMORE",2019-04-03,2041-01-17,Ashburton District,6860000 - Dry Creek,Ashburton,Arowhenua,1506983,5147882
1564092.1786,5178648.5158,CRC 42475.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"11 Paradyne Place, Sockburn",2004-06-09,2039-06-09,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1564092,5178648
1560973.4152,5177098.9569,CRC 990208.30,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 Chinook Place, HORNBY",2007-01-18,2034-11-15,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1560973,5177098
1560973.4152,5177098.9569,CRC 990208.30,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 Chinook Place, HORNBY",2007-01-18,2034-11-15,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1560973,5177098
1569590.062,5178978.5927,CRC 990971.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Wood Waste,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"126 Hazeldean Road, ADDINGTON",1998-12-18,2033-12-16,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1569590,5178978
1567274.5486,5188579.6531,CRC 133493.00,Discharge Permit (s15),New Consent,Issued - Inactive,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"19 Clearwater Ave, Christchurch",2014-05-01,2034-05-01,Christchurch City,6640500 - South Branch (south side),Christchurch - West Melton,Tuahuriri,1567274,5188579
1526341.1984,5190763.9592,CRC 186082.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Bleakhouse Road, Darfield",2018-06-15,2028-05-23,Selwyn District,6822400 - Kowai River Water Race,Selwyn - Waihora,Taumutu,1526341,5190763
1526341.1984,5190763.9592,CRC 186082.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Bleakhouse Road, Darfield",2018-06-15,2028-05-23,Selwyn District,6822400 - Kowai River Water Race,Selwyn - Waihora,Taumutu,1526341,5190763
1601874.2688,5280359.3252,CRC 233008.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,Unknown,Unknown,"63 Lyndon Road, WAIAU",2022-11-16,2042-07-03,Hurunui District,6461000 - Lyndon Dog Brook,Hurunui - Waiau,Kaikoura,1601874,5280359
1563070.875,5178488.4684,CRC 42414.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Springs Road, SOCKBURN",2004-06-01,2039-06-01,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1563070,5178488
1519817.0785,5169888.2816,CRC 940676.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Mitchells Road, TE PIRITA",1995-10-05,2029-08-03,Selwyn District,6820300 - Rakaia I Water Race,Selwyn - Waihora,Taumutu,1519817,5169888
1515088.3983,5168878.0972,CRC 93763.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"623 Saunders Road, TE PIRITA",2011-01-14,2039-09-24,Selwyn District,6822200 - Glenray Water Race,Selwyn - Waihora,Taumutu,1515088,5168878
1564131.7707,5202239.968,CRC 121384.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"179 Plasketts Road, FERNSIDE",2012-05-25,2047-05-25,Waimakariri District,6640440 - Cust River,Waimakariri,Tuahuriri,1564131,5202239
1574220.4921,5176491.033,CRC 175552.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Discharge Point,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Gollans Bay Quarry, Lyttleton Port",2017-06-09,2052-06-09,Christchurch City,6664300 - Hilsborough Outfall,Christchurch - West Melton,Tuahuriri,1574220,5176491
1566221.1742,5184386.4446,CRC 54422.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Farrington Avenue, CHRISTCHURCH",2006-01-13,2040-12-22,Christchurch City,6668500 - Dudley Creek,Christchurch - West Melton,Tuahuriri,1566221,5184386
1599860.7434,5242443.3941,CRC 70644.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Patersons Road, GRETA VALLEY",2006-10-05,2041-10-05,Hurunui District,6510600 - Waikari River,Hurunui - Waiau,Tuahuriri,1599860,5242443
1492536.5505,5147120.052,CRC 186073.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"293 Ollivers Road, ASHBURTON",2018-06-14,2046-11-21,Ashburton District,6880300 - Ashburton River South Branch,Ashburton,Arowhenua,1492536,5147120
1457741.6175,5107856.9611,CRC 231289.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"829 Earl Road, HILTON",2022-06-02,2047-03-02,Timaru District,6960280 - Kakahu River,Orari-Temuka-Opihi-Pareora,Arowhenua,1457741,5107856
1569510.0069,5181517.6153,CRC 990742.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"12 Winchester Street, CHRISTCHURCH",2001-08-15,2036-08-13,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1569510,5181517
1560973.4152,5177098.9569,CRC 990208.30,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 Chinook Place, HORNBY",2007-01-18,2034-11-15,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1560973,5177098
1576007.4591,5181267.89,CRC 42265.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"27 Rowses Road, ARANUI",2004-05-11,2039-05-10,Christchurch City,6667000 - Dyers Road Drain,Christchurch - West Melton,Tuahuriri,1576007,5181267
1575257.8544,5177989.1735,CRC 54264.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"30 Ti Rakau Drive, FERRYMEAD",2005-05-25,2040-05-25,Christchurch City,6665000 - Linwood Ave Canal,Christchurch - West Melton,Tuahuriri,1575257,5177989
1560713.5125,5177078.9523,CRC 12292.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"12 Klondyke Drive, HORNBY",2005-05-11,2036-05-24,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1560713,5177078
1566011.4284,5179238.3658,CRC 980412.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"345 Blenheim Road, CHRISTCHURCH",2001-02-22,2036-02-21,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1566011,5179238
1574897.8854,5181907.61,CRC 992674.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"23 Tahuna Street, WAINONI",2004-10-22,2039-10-20,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1574897,5181907
1567260.9764,5178608.6485,CRC 972471.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"95 Wrights Road, CHRISTCHURCH",1999-10-20,2033-11-04,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1567260,5178608
1491292.1444,5207298.4879,CRC 110322.00,Discharge Permit (s15),New Consent,Issued - Inactive,RMA Authorisation,Human Effluent,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Porters Ski Area , State Highway 73, CANTERBURY",2012-02-24,2047-02-24,Selwyn District,6641670 - Porter River,Selwyn - Waihora,Taumutu,1491292,5207298
1563362.4627,5178418.5726,CRC 42439.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 Iroquois Place, WIGRAM",2004-05-21,2039-05-20,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1563362,5178418
1560953.6603,5172690.579,CRC 91740.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"2 Hamptons Road, PREBBLETON",2008-11-10,2043-11-06,Selwyn District,6782400 - Knights Creek,Selwyn - Waihora,Taumutu,1560953,5172690
1569220.2344,5178218.8718,CRC 41888.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"22 Brougham Street, ADDINGTON",2004-04-20,2039-04-19,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1569220,5178218
1550307.4757,5173289.7141,CRC 70522.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Rolleston Drive, ROLLESTON",2006-11-02,2041-11-02,Selwyn District,6821100 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1550307,5173289
1568599.4708,5178836.8792,CRC 131082.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"8 Wise Street, Addington, Christchurch",2012-10-30,2047-10-30,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1568599,5178836
1572598.942,5177269.3676,CRC 60302.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"223 Fifeld Terrace, OPAWA",2010-05-14,2040-08-10,Christchurch City,6664400 - Jacksons Creek Eastern Outfall,Christchurch - West Melton,Tuahuriri,1572598,5177269
1656877.4633,5303853.0561,CRC 41051.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"163 Torquay Street, KAIKOURA",2004-01-22,2039-01-19,Kaikoura District,6310000 - Kaikoura Peninsula,Kaikoura,Kaikoura,1656877,5303853
1656877.4633,5303853.0561,CRC 41051.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"163 Torquay Street, KAIKOURA",2004-01-22,2039-01-19,Kaikoura District,6310000 - Kaikoura Peninsula,Kaikoura,Kaikoura,1656877,5303853
1491952.4407,5120940.9904,CRC 153192.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Poplar Road, Eiffelton",2014-11-20,2028-05-07,Ashburton District,6900900 - Deals Drain,Ashburton,Arowhenua,1491952,5120940
1570239.7709,5180068.195,CRC 100158.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"53-59 Hereford Street, CHRISTCHURCH",2009-09-17,2044-09-17,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1570239,5180068
1571798.9783,5187685.3102,CRC 20889.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"26 Crawford Road, MARSHLANDS",2003-01-08,2038-01-08,Christchurch City,6640100 - Styx River,Christchurch - West Melton,Tuahuriri,1571798,5187685
1569149.3334,5180257.0235,CRC 157548.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"global within Christchurch Clean Air Zone 1, Kaiapoi Clean Air Zone 1 and Rangiora Clean Air Zone 1",2015-06-30,2050-06-30,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1569149,5180257
1576697.4706,5171841.812,CRC 166449.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Lyttelton Dry Dock, Godley Quay, Lyttelton",2016-09-27,2026-09-27,Christchurch City,6672200 - Port Lyttelton,Banks Peninsula,Unknown,1576697,5171841
1539263.7358,5264431.4785,CRC 63525.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"4396 Lake Sumner Road, HAWARDEN",2006-05-18,2041-05-17,Hurunui District,6512330 - Lake Sheppard,Hurunui - Waiau,Kaikoura,1539263,5264431
1564261.4426,5178605.4788,CRC 195111.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Discharge Point,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"39 Dakota Crescent, Sockburn",2019-10-08,2037-07-11,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1564261,5178605
1569020.0552,5186895.5632,CRC 32057.20,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Spraypainting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"423 Main North Road, REDWOOD",2010-03-25,2038-06-12,Christchurch City,6640150 - Rhodes Main Drain,Christchurch - West Melton,Tuahuriri,1569020,5186895
1574678.0536,5179028.7419,CRC 20025.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"455 Linwood Avenue, LINWOOD",2003-03-18,2038-03-18,Christchurch City,6665000 - Linwood Ave Canal,Christchurch - West Melton,Tuahuriri,1574678,5179028
1571199.4224,5179288.5286,CRC 962482.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Christchurch Polytechnic, Moorhouse Avenue, CHRISTCHURCH",2003-05-01,2031-07-24,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1571199,5179288
